sentiment,headline
1,more staff has been recruited in japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .
1,nokian capacitors ' equipment will be used to raise the capacity and reliability of the indian grid .
1,rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki's construction and engineering divisions are to further improve and adjust their operations in finland .
1,ruukki romania  the local arm of finnish metal producer ruukki  increased its capital by 900000 euro   1.14 mln  through cash contribution  it was reported on september 19  2006 .
1,stx finland oy signed a a preliminary agreement for the building of an environmentally friendly  new generation cruise ferry for viking line to manage on between turku  finland  and stockholm  sweden withviking line abp .
1,the company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .
1,the tower it chose to add  due to go into operation in the summer  will increase total capacity to 80 broadsheet or 160 tabloid pages  with the ability to run 32  and 48page products side by side .
1,uponor made an operating profit of eur 151.0 mn  up from eur 143.7 mn  which made 2007 a record year .
1,basware corporation stock exchange release august 31  2010 at 1625 basware signed a large deal with an international industrial group basware will deliver invoice automation solution and connectivity services to an international industrial group .
1,it estimates the operating profit to further improve from the third quarter .
1,kazgiprotsvetmet and outotec finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in kazakhstan and the surrounding countries .
1,lemcon signed an investment cooperation agreement with the kaluga regional administration last november .
1,ruukki forecast a 1520  annual sales growth and a positive pretax result for 2010 .
1,sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .
1,the growth of net sales has continued favourably in the middle east and africaand in asia pacific .
1,the new agreement  which expands a longestablished cooperation between the companies  involves the transfer of certain engineering and documentation functions from larox to etteplan .
1,with this appointment kaupthing bank aims to further coordinate capital markets activities within the group and to improve the overall service to clients .
1,to prove the efficiency of the china mobile system  rod baber  an english climber  climbed to the mount everest summit and successfully made calls .
1,finnish ahlstrom corporation will double its investments in a new specialty glassfiber reinforcement plant in south carolina  in the us .
1,sales rose to 300.9 mln eur compared with last year's 276.1 mln eur and in line with 299 mln eur consensus figure .
1,the contract was signed in august with papua new guineabased lihir gold ltd asx  lgl .
1,our extensive cooperation will also bolster sysopen digia's position in the domestic operator market  '' kallioranta adds .
1,with this agreement  we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .
1,theodosopoulos said tellabs could be of value to nokia siemens or nortel given its  leading supply status '' with verizon  along with highgrowth products .
1,we succeeded in increasing our market share of sold apartment ''  comments mr kari kauniskangas  head of yit international construction services .
1,with capman as a partner  we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers  '' says christopher wynne  ceo of papa john's russia .
1,finnish suominen corporation that specialises in wet wipes  nonwovens  and flexible packaging reports net sales of eur 44.1 mn in the second quarter of 2010  up from eur 43.3 mn in the second quarter of 2009 .
1,finnish telecoms software developer tecnomen oyj said on december 5  2006 it won a  3.3 mln  2.5 mln euro  order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of brasil telecom .
1,increased trust of our clients in yit can be seen as apartment sales accelerated .
1,adp news   dec 11  2008  finnish construction and engineering company outotec oyj  omx  ote1v  said today it won a eur 28 million  usd 36.8 m  order to expand the phosphate concentrator in siilinjarvi of norwegian minera
1,mr priit kasak  balti metsamasina's owner  said the rakverebased company wishes to increase valmet's market share from 27  to a third in a couple of years .
1,the bank sees a potential for getinge share to rise .
1,the company recorded revenues of e658 .1 million during the fiscal year ended december 2007  an increase of 23  over 2006 .
1,the cooperation will double the switch's converter capacity .
1,the robust growth was the result of the inclusion of clothing chain lindex in the group in december 2007 .
1,the six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters  from 256.88 million liters sold in 2005 .
1,this truly takes efficiency to new heights  '' mr. metso adds .
1,we hope to increase traffic volumes with the opening of freight one scandinavia . ''
1,a january 11  2010 ephc board of directors has approved an increase in the quarterly dividend from  0.03 to  0.05 per share .
1,finnish cargotec's kalmar  the business area providing container handling solutions  has been awarded an order for a further ten eone rubbertyred gantry rtg cranes from saigon newport company snp  in vietnam .
1,bilfinger investors cheered the agreement  pushing shares up 7   or  euro  3.30  to  euro  50.29  in afternoon trade .
1,kesko pursues a strategy of healthy  focused growth concentrating on sales and services to consumercustomers .
1,london afx  shares in rautaruukki corp have been upgraded to  hold ' from  sell ' by abn amro  with the price target raised to 25.75 eur from 14.5  said dealers .
1,london marketwatch  nokia nok said it's won a fiveyear services contract to run hutchison essar's network operations in nine locations in india .
1,progress group  qpr's representative in saudi arabia and north africa  has signed a framework agreement for a long term strategic relationship with ise .
1,ragutis  controlled by the finnish brewery olvi  achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .
1,the 250 sq m 2691 sq ft store in copenhagen's premier shopping district was inaugurated today  further strengthening the company's presence in nordic capitals .
1,the metal has gained 41 percent this year as demand from china  the world's largest user  increased .
1,in addition  cramo and peab have signed exclusive fiveyear rental agreements in finland and have extended their existing rental agreements in the swedish market for another five years .
1,outotec oyj press release december 4  2009 10.30 am outotec establishes a new subsidiary in kolkata outotec has established a subsidiary in india in order to better serve its indian customers and to increase its business in the growing indian market .
1,it is also 7.7 pct above the 12month volume weighted average price of the stock .
1,mobile phone shipments jumped 26 percent to almost 112 million units  while finnish company's global market share rose to 39 percent from 36 percent .
1,selects third party logistics leader transplace for bestinclass technology  procurement capabilities  leading specialty packaging manufacturer employs complete 3pl solution for supply chain visibility and transportation efficiency to increase service levels and ontime deliveries
1,4g allows customers to use mobile broadband services with speeds up to ten times higher than with today's 3g .
1,based on strong customer interest and feedback  using rpm mobile phone manufacturers  operators  enterprises and developer forums can significantly increase their product and service quality  userexperience and costefficiency ''  tulonen continues .
1,ixonos has a rich heritage in developing leadership experiences in the smartphone segment .
1,the acquisition of elektros pavara completes kone's market expansion strategy in the baltic countries .
1,18 january 2010  finnish it consultancy trainers ' house oyj hel  trh1v said last friday it resolved to issue a eur5m hybrid bond to domestic investors in a bid to strengthen its capital structure .
1,repair and maintenance business accounted for net sales of eur 645.3 mn  up from eur 563.6 mn .
1,the money will be spent  on strengthening the company's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in russia  '' the release says .
1,the new technology improves the glass quality and consistency while increasing throughput .
1,the vaisala group is a successful international technology company that develops  manufactures and markets electronic measurement systems and products .
1,we look forward to helping the company develop its operational services and further digitalize its services for its customers . ''
1,the number of collection errors fell considerably  and operations speeded up .
1,by combining its existing solutions into a single platform  comptel said that it has reduced the cost of deployment .
1,in the second quarter of 2010  the group's pretax loss narrowed to eur 400000 from eur 600000 .
1,26 january 2011  finnish metal products company componenta oyj  hel  cth1v  said yesterday its net loss narrowed to eur500 000 in the last quarter of 2010 from eur5 .3 m for the same period a year earlier .
1,8 may 2009  finnish liquid handling products and diagnostic test systems maker biohit oyj  hel  biobv  said today  8 may 2009  its net loss narrowed to eur0 .1 m  usd0 .14 m  for the first quarter of 2009 from eur0 .4 m for the same period of 2008 .
1,finnish fibers and plastic products maker suominen corporation said its net loss from continuing operations narrowed to 1.8 mln euro   2.3 mln  in 2006 from 3.7 mln euro   4.8 mln  in 2005 .
1,finnish metal products company componenta oyj  hel  cth1v  said today its net loss narrowed to eur 500000  usd 680000  in the last quarter of 2010 from eur 5.3 million for the same period a year earlier .
1,finnish sports equipment maker amer sports oyj  hel  ameas  said today that its net loss narrowed to eur 16.9 million  usd 22.3 m  in the second quarter of 2010 from eur 23.2 million in the corresponding period a year earlier .
1,finnish steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today its net loss contracted to eur 49 million  usd 68.2 m  for the first nine months of 2010 from eur 229 million for the same period a year ago .
1,for the first nine months of 2010  talvivaara's net loss narrowed to eur 8.3 million from eur 21.9 million for the same period of 2009 .
1,in the first nine months of 2010  the company's net loss narrowed to eur 415000 from eur 7.4 million for the corresponding period of 2009 .
1,in the first nine months of 2010  the company's net loss narrowed to eur415 000 from eur7 .4 m for the corresponding period of 2009 .
1,adp news   feb 9  2009  finnish computer services company proha oyj  hel  art1v  said today its net loss narrowed to eur 113000  usd 146000  for 2008 from eur 1.2 million for 2007 .
1,the new factory working model and reorganisations would decrease nokian tyres ' costs in the factory by eur 30 million  usd 38.7 m  .
1,20 october 2010  finnish metal products company componenta oyj hel  cth1v said yesterday that its net loss narrowed to eur7m for the first nine months of 2010 from eur23 .3 m for the same period of 2009 .
1,finnish fibers and plastic products maker suominen corporation said its net loss narrowed to 1.6 mln euro  2.0 mln in the first nine months of 2006 from 2.16 mln euro  2.7 mln in the same period of 2005 .
1,in contrast  the company's net loss for the third quarter of 2009 contracted to eur 76 million from eur 256 million for the corresponding period a year ago .
1,in the second quarter of 2010  raute's net loss narrowed to eur 123000 from eur 1.5 million in the same period of 2009 .
1,adp news  nov 13  2008  finnish printed circuit board pcb maker aspocomp group oyj omx  acg1v said today that its net loss narrowed to eur 2 million usd 2.5 m in the first nine months of 2008 from eur 57
1,metsaliitto  however  narrowed its net loss for the second quarter of 2007 to 5.0 mln euro  6.9 mln from 61 mln euro  83.7 mln a year ago .
1,narrows to eur2 .8 m 9mo '09 29 october 2009  finnish software and hardware developer elektrobit oyj hel  ebg1v  or eb  said today that its net loss narrowed to eur2 .8 m for the first nine months of 2009 from eur35 .6 m for the same period a year ago .
1,the diluted loss per share narrowed to eur 0.27 from eur 0.86 .
1,unit costs for flight operations fell by 6.4 percent .
1,the loss for the third quarter of 2007 was eur 0.3 mn smaller than the loss of the second quarter of 2007 .
1,airvana's umts home base station femto cell uses softwarebased functionality and offtheshelf silicon to accelerate feature development and reduce product cost .
1,according to seppænen  the new technology umts900 solution network building costs are by onethird lower than that of the building of 3.5 g networks  operating at 2100 mhz frequency .
1,the costs of the new ropax vessels are 30  lower than those of the present ones .
1,the program's target is structural cost reductions of about eur 30mn in 2009 .
1,upmkymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .
0,2009 3 february 2010  finlandbased steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today it slipped to a largerthanexpected pretax loss of eur46m in the fourth quarter of 2009 from a yearearlier profit of eur45m .
0,adpnews   feb 3  2010  finlandbased steel maker rautaruukki oyj  hel  rtrks   or ruukki  said today it slipped to a largerthanexpected pretax loss of eur 46 million  usd 64.5 m  in the fourth quarter of 2009 from a
0,result before taxes decreased to nearly eur 14.5 mn  compared to nearly eur 20mn in the previous accounting period .
0,the company slipped to an operating loss of eur 2.6 million from a profit of eur 1.3 million .
0,23 april 2010  finnish construction and engineering company outotec oyj hel  ote1v said today it slipped to a net loss of eur7 .3 m in the first quarter of 2010 from a net profit of eur12 .5 m in the corresponding period last year .
0,cramo slipped to a pretax loss of eur 6.7 million from a pretax profit of eur 58.9 million .
0,finnish it solutions provider affecto oyj hel  afe1v said today its slipped to a net loss of eur 115000 usd 152000 in the second quarter of 2010 from a profit of eur 845000 in the corresponding period a year earlier .
0,in 2009  comptel slipped to a net loss of eur2 .1 m from a profit of eur6 .6 m in the previous year .
0,in q2 of 2009  profit before taxes amounted to eur 13.6 mn  down from eur 26.8 mn in q2 of 2008 .
0,adpnews  feb 5  2010  finnish real estate investor sponda oyj hel  sda1v said today that it slipped to a net loss of eur 81.5 million usd 11.8 m in 2009 from a profit of eur 29.3 million in 2008 .
0,adpnews  jul 17  2009  finlandbased steel maker rautaruukki oyj ruukki hel  rtrks said today it slipped to a net loss of eur 184 million usd 259.7 m for the first half of 2009 from a net profit of eur 2
0,profit before taxes amounted to eur 56.5 mn  down from eur 232.9 mn a year ago .
0,profit before taxes decreased by 9  to eur 187.8 mn in the first nine months of 2008  compared to eur 207.1 mn a year earlier .
0,profit before taxes decreased to eur 31.6 mn from eur 50.0 mn the year before .
0,profit before taxes was eur 4.0 mn  down from eur 4.9 mn .
0,the company's profit before taxes fell to eur 21.1 mn in the third quarter of 2008  compared to eur 35.8 mn in the corresponding period in 2007 .
1,in augustoctober 2010  the company's result before taxes totalled eur 9.6 mn  up from eur 0.5 mn in the corresponding period in 2009 .
1,finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies .
1,the plan is estimated to generate some eur 5 million  usd 6.5 m  in cost savings on an annual basis .
1,finnish pharmaceuticals company orion reports profit before taxes of eur 70.0 mn in the third quarter of 2010  up from eur 54.9 mn in the corresponding period in 2009 .
1,finnish sampo bank  of danish danske bank group  reports profit before taxes of eur 152.3 mn in 2010  up from eur 32.7 mn in 2009 .
1,profit after taxes for the period was up to eur0 .9 m  from eur0 .01 m last year .
1,profit before taxes was eur 5.4 mn  up from eur 3.6 mn a year earlier .
0,also construction expenses have gone up in russia .
0,11 august 2010  finnish measuring equipment maker vaisala oyj hel  vaias said today that its net loss widened to eur4 .8 m in the first half of 2010 from eur2 .3 m in the corresponding period a year earlier .
0,finnish power supply solutions and systems provider efore oyj said its net loss widened to 3.2 mln euro  4.2 mln for the first quarter of fiscal 20062007 ending october 31  2007 from 900000 euro  1.2 mln for the same period of fiscal 200506 .
0,adp news  apr 22  2009  finnish business information systems developer solteq oyj hel  stq1v said today its net loss widened to eur 189000 usd 245000 for the first quarter of 2009 from eur 10000 for the same peri
0,salonen added that data shows producers ' pulp inventories in north america are declining . '
0,the elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons  eur 32 mln  for the fifth quarter running .
1,for the current year  raute expects its net sales to increase and the operating result  to be positive .
1,turnover surged to eur61 .8 m from eur47 .6 m due to increasing service demand  especially in the third quarter  and the overall growth of its business .
1,as a result  the company currently anticipates net sales to increase and the operating result to be positive .
1,asimilar agreement was signed between china mobile ltd.  sehk  0941 and nyse  chl   the largest mobile carrier  and thegps and social networking service provider  promoting gypsii service before beijing 2008 olympic games  according to thelatest news .
1,upm's deliveries increased during the third quarter by 4 percent  and the efficiency of operations improved  '' chief executive jussi pesonen said .
1,global sports equipment maker amer sports corp.  whose brands include atomic  salomon and wilson  saw a 64 percent increase in thirdquarter net profit to euro 47.4 million  65 million on strong sales and cost cuts .
1,due to rapid expansion  the market share of tallink in terms of passenger carriage through tallinna sadam port of tallinn totaled 55 percent in november against 45.7 percent in november 2005 .
1,finnish industrial investor panostaja oyj omx helsinki  pnaas omx helsinki  pnabs said on friday 11 july that it has signed a deal to acquire the entire share capital of kospa oy  the manufacturer of waste disposal equipment .
1,stora enso r shares rose 1.20 pct to 11.84 eur  upmkymmene was also dragged higher  rising 1.68 pct to 17.56 eur and mreal b added 2.38 pct to 4.30 eur .
0,cash flow from operations for the most recent quarter also reached a eight year low .
1,both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .
1,the stock price rose 70.0 ores or 0.9  to close at sek77 .65  ending a twoday streak of losses .
1,earnings per share  eps  amounted to eur0 .98  up from the loss of eur0 .02 .
1,earnings per share  eps  were eur0 .03  up from the loss of eur0 .083 .
1,operating profit totalled eur 0.4 mn  up from an operating loss of eur 0.8 mn yearonyear .
1,operating profit totalled eur 7.0 mn  up from a loss of eur 4.0 mn in the second quarter of 2009 .
1,operating result including nonrecurring items rose to eur 146mn from a loss of eur 267mn in 2009 .
1,tiimari  the finnish retailer  reported to have geenrated quarterly revenues totalling eur 1.3 mn in the 4th quarter 2009  up from eur 0.3 mn loss in 2008 .
1,earnings per share eps amounted to eur0 .03  up from the loss of eur0 .08 .
1,operating profit totalled eur 5.8 mn  up from a loss of eur 1.7 mn in the fourth quarter of 2009 .
1,operating profit was eur 0.6 mn  up from a loss of eur 19mn a year earlier .
1,the investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7  9  .
1,okmetic's products are based on hightech expertise that generates added value for customers  innovative product development and an extremely efficient production process .
1,9 september 2010  finnish stationery and gift retailer tiimari hel  tii1v said today its net sales rose by 2  yearonyear to eur5 .7 m in august 2010  driven by growth in finland  while demand in the baltics remained weak .
1,by 1429 cet on monday  shares in bavarian nordic had climbed 1.21  to dkk250 on the stock exchange in copenhagen after having lost 7.41  in the past month .
1,for example  net sales increased by 5.9  from the first quarter  and ebitda increased from a negative eur 0.2 mn in the first quarter of 2009 .
1,mobile phone sales rose 25  to 5.87 billion euros  while enterprise solution sales dropped 39  to 186 million euros .
0,rising costs have forced packaging producer huhtamaki to axe 90 jobs at its hampshire manufacturing plant .
0,however  the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry  and they impacted on our results . ''
0,at this growth rate  paying off the national debt will be extremely painful .
0,operating loss increased to eur 17mn from a loss of eur 10.8 mn in 2005 .
0,the payment of 2.779 million litas in interest on a longterm loan provided by ragutis ' majority shareholder  estonia's a. le coq  also added to the losses .
0,at the moment  valio is not worried  but if the ban continues for long  it may become quite a problem .
1,sponda will record a profit from the sale of 8.5 mln euro  12.4 mln.
1,cencorp estimates that its net sales in the last quarter will be as earlier stated  eur4 .3 m to eur5 .0 m  and operating profit ebitis estimated to be positive .
1,our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies .
1,repeats sees 2008 ebita above 18 pct of sales .
1,by separating side businesses we will be able to faster expand and develop tapro retail network .
1,our strategic cooperation with rentakran brings us new customers and alreadyworking relationships with the authorities of the new territories  ' said jarmo laasanen  a senior manager at cramo .
1,after the share purchase is completed  financing will also be provided to expand latvia's broadband infrastructure and to develop new areas of business  including acquisitions of other companies . ''
1,in terms of profitability and earnings 2007 was the best year in our history  '' chief executive velimatti mattila said .
1,the government has had a very professional approach in assessing the offer .
1,the margarine business has been put into good shape in the last two years  making it a natural addition to bunge  which is looking to leverage its position in the central and northern european markets  '' raisio ceo matti rihko said in a statement .
1,this is a win for all oems targeting to develop wimax products .
1,a portion   12.5 million  will be recorded as part of its winnings in a prior patent dispute with finnish phone maker nokia oyj .
1,finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer  bypasses elcoteq tallinn  says jan kotka  ceo of elcoteq tallinn .
1,according to arehu's managing director  jouko lahtinen  the project will stabilise costs and improve supply security .
1,according to ceo matti karppinen  frozen foods posted a good result in 2010  as it did in 2009 .
1,according to viking line's managing director  nilserik eklund  the company's board of directors is very satisfied with viking line's performance .
1,actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around eur 4.5 million and will be effected mostly during the first half of 2010 .
1,at the same time  sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg .
1,benefon  a wireless and gps technology company  will supply karputer with its twig navigation platform  a gps satellite navigation and voice guidance service .
1,biohit and vwr have been in close cooperation for a number of years in the us  where biohit is one of vwr's focus suppliers .
1,combining this deep domain expertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination .
1,demand was brisk as expected and order levels have remained high .
1,during the past decade it has gradually divested noncore assets and bought several sports equipment makers  including californiabased fitness products international and sparks  nevadabased atec  a leading maker of baseball and softball pitching machines .
1,espoon kaupunki awarded contracts for personal care products .
1,exports accounted for 65.4  of net sales  representing an all time record for the company .
1,finland's poyry energy has won a contract to advise builders of a new cogeneration power plant in lithuania's secondbiggest city of kaunas and to supervise the construction process .
1,finnish construction company yit oyj said on november 13  2007 it won a 70 mln euro  102.8 mln contract to construct the new office building for local property company tapiola real estate oy .
1,in 2006  kone received an order from aker yards to supply 43 customised elevators for the very first genesis cruise ship which is scheduled to be completed in 2009 .
1,in addition to fireplace exports  demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .
1,kalmar has been awarded a new 5year contract to supply its rough terrain container handler rtch .
1,major order in india comptel corporation has received a significant longterm order for mediation and provisioning solutions being used by a leading operator in india .
1,managing director kari inkinen says that sponda's leasing operations developed highly favourably .
1,net cash flow from operations is expected to remain positive .
1,of the price  kesko's share is 10 mln euro  15.5 mln and it will recognize a gain of 4.0 mln euro  6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .
1,olvi has posted a strong set of figures for the first six months of this year .
1,operating profit improved by 27  to eur 579.8 mn from eur 457.2 mn in 2006 .
1,our standardised services have met with a positive reception among our customers as well as at itella .
1,performance in the second half of 2009 exceeded expectations .
1,ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .
1,ragutis  which is based in lithuania's secondlargest city kaunas  boosted its sales last year 22.3 per cent to 36.4 million liters .
1,raisio's bid to buy glisten is a  winwin '' deal for both companies  the chairman of the uk snacks firm told justfood today 10 february .
1,stora enso owns 43 percent of bergvik and earns therefore sek 1.5 bn on the value appreciation .
1,talvivaara also maintains its assumption of turning cash flow positive before the year end .
1,thanksto improvements in demand and the adjustments we have made  theutilization rates of cramo's fleet have substantiallyimproved . ''
1,the acquisition is expected to improve access to chrome ore resources in turkey .
1,the aim is an annual improvement in ruukki construction's operating profit of more than eur 3 million usd 4.1 m starting in 2009 .
1,the company estimates that the trend in demand for sports equipment will be steady in 2006  '' amer's report said .
1,the estimated synergy benefits are at least eur7m annually .
1,the group's business is balanced by its broad portfolio of sports and presence in all major markets .
1,the objective of the planned measures is to achieve significant savings in the next few years .
1,the rebuilds are designed to improve the machines ' performance and product quality .
1,the transaction will have a positive impact of around eur2m on earnings  which ruukki will recognize during the fourth quarter of this year .
1,when the situation normalises  the company will be able to increase the amount of residential units for sale in st petersburg and moscow  in particular .
1,this is a repeat order to follow successfully installed 159 elevators in the same delhi metro system  ' kone spokeswoman told thomson financial news .
1,our customers now have the chance to make bookings for all the services they want at one location  '' said mikko tuomainen  incharge of finnair's internet  sales  .
1,stonesoft sees great promise in the future of ipv6 .
1,the combined activities will create value for shareholders and be good for our employees and customers .
1,the trend in the sports and leisure markets was favorable in the first months of the year .
1,we continued actively to focus rd and to position our offering away from point solutions towards dynamic endtoend solutions  '' ervio stated .
1,16 february 2011  finnish industrial machinery company metso oyj  hel  meo1v  said today it will deliver minerals processing equipment and basic engineering to canadian miner northland resources  osl  naur   tse  nau  .
1,27 january 2011  finnish it solutions provider affecto oyj  hel  afe1v  said today it has won a eur1 .2 m  usd1 .6 m  contract from stateowned lithuanian social insurance institution  sodra  .
1,according to finnish pension insurance company varma  varma was the recipient of over two thirds of the revenue of the earningsrelated pension cover that was under competitive tendering in finland .
1,finnish construction group lemminkæinen has been awarded two road building contracts by the lithuanian transport administration .
1,finnish construction group yit has been awarded a contract to install heating  air conditioning and cooling systems to the new head office of the automobile association adac in munich in germany .
1,finnish flexible packaging manufacturer suominen corporation reports net sales of eur 54.5 mn in the first quarter of 2008  compared with eur 54.3 mn a year earlier .
1,finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america .
1,finnish metso paper has been awarded a contract for the rebuild of sabah forest industries '  sfi  pulp mill in sabah  malaysia .
1,finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe  in china .
1,finnish outokumpu technology has been awarded several new grinding technology contracts .
1,finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsfrbindelsen bridge in gothenburg in sweden .
1,lule_ municipality has awarded yit a 2year contract  for property management of about one third of the municipality's properties  with a total area of 140000 sq. metres .
1,the shopping center to be opened in st. petersburg  russia in november 2010 will turn the cash flow of finnish department store chain stockmann's russian operations positive for the first time in 2011 .
1,according to atria's president and ceo matti tikkakoski  the company's swedish operations significantly improved in the first quarter .
1,according to ceo kai telanne  the company's newspapers achieved the best financial result ever .
1,according to kesko  the company agreed with the city administration about lease of the building in 2006  its resettlement and construction of a fivestar hotel hilton for 120 rooms .
1,according to nordic financial group nordea's analyst sami sarkamies  this makes nokia's portfolio competitive again .
1,according to ringman  finnish paper companies have acquired knowhow and capacity in paper recycling  which has turned out to be a successful strategy .
1,according to schmardin  nordea will most likely try to win customers over from other pension fund providers .
1,according to the ceo of nordea bank estonia vahur kraft  nordea finland and stockmann have been cooperating for more than ten years .
1,adanac molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia  canada  while shalkiya zinc of kazakhstan has awarded a contract for grinding technology for the shalkiya zinclead project in kazakhstan .
1,all of raisio's divisions recorded an operating profit .
1,and the broker repeated its  buy ' rating  based on expectations that current restructuring will lead to a clear improvement in performance in europe in 2007 .
1,arvo vuorenmaa  the loviisa plant's general manager said the application for the new licence was a  standard '' procedure and that he was  quite confident '' about approval being granted .
1,as a domestic business  bestin is already close to finnish dog owners .
1,basware's ceo ilkka sihvo comments in conjunction with the interim report   as a whole  basware succeeded well in the second quarter of 2007 .
1,cash flow from operating activities is estimated to be positive .
1,cision says the sale will return its u.k. operation to profitability .
1,citigroup  inc  nyse  c  has announced that its global transaction services  gts  business has been awarded a new mandate by finlandbased pohjola bank group .
1,comptel  a vendor of dynamic operations support system  oss  software  has been selected by orascom telecom  oth  as partner for provisioning and activation solutions for mobile services .
1,department store sales improved by 14  to eur 1070.6 mn .
1,dmasia16 august 2006benefon extends manufacturing capability with asmobile _ 2006 digitalmediaasia.com  dma ltd. .
1,finland's national carrier finnair plc carried a record 8.5 million passengers in 2005  an increase of 4.5 percent on the previous year  the airline reported tuesday .
1,finnair plc carried a record 8.8 million passengers in 2006  an increase of 3.5 percent on the previous year  the finnish national carrier reported tuesday .
1,finnish consulting and engineering group poyry plc  omx helsinki  poy  said on wednesday  1 october  that it has been awarded a contract by tanqia dibba fzc as ownerengineer for the wastewater system of dibba  emirate of fujairah  uae .
1,finnish financial solutions developer basware corporation  omx helsinki bas1v  said on tuesday  23 september  that it will deliver a complete invoice automation solution to a large us engineering  construction and technical services organization .
1,finnish handling systems company cargotec oyj  hel  cgcbv  said today that it won a eur 13 million  usd 16.6 m  contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping .
1,finnish operator elisa and aker yards have signed a longterm service deal through which elisa will deliver all necessary voice and data services for aker yards in finland .
1,finnish steel maker rautaruukki oyj  ruukki  said on july 7  2008 that it won a 9.0 mln euro   14.1 mln  contract to supply and install steel superstructures for partihallsforbindelsen bridge project in gothenburg  western sweden .
1,fiskars has a strong portfolio of international brands  which include fiskars  iittala  gerber  silva and buster .
1,for teleste  the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .
1,forestries were also higher  driven by yesterday's bullish analyst comment on stora enso in dagens industri  dealers said .
1,furthermore  efficiency improvement measures initiated earlier are now bearing fruit  '' ceo jan lang said .
1,global banking news  28 september 2010 tieto corporation and pohjola bank  pink  pojlf  are to cooperate on swift services .
1,hearst will be able to consolidate about 20  of all russian market for advertising in press after the purchase .
1,helsingin uutiset  vantaan sanomat and lansivayla reach some 385000 readers  or more than 40  of the consumers in the greater helsinki region .
1,helsinki  afx   metso said it will upgrade one of upmkymmene's four paper machines at the latter's mill in jaemsaenkoski with a new coating color supply system  machine and process controls and quality measurements .
1,however  simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries  orion added .
1,however  the broker gave an  outperform '' recommendation on the stock .
1,however  the total orders received will still be above last year s levels .
1,in accordance with our strategy  we strengthened our local presence by establishing a representative office in south africa in october .
1,in addition  lehdentekijat oy will start producing a new membership magazine  viisas raha  wise money  for the association .
1,in future  the company intends to look for knowhow from outside the company and to cooperate with other actors in the sector .
1,industry investment is very interested in glaston's solar energy projects .
1,it is now the leading private road ambulance service company in finland .
1,known as post bank  the concept would see fidelity bank rolling out 75 offices in ghana post premises  to provide financial services to the people .
1,kone's factory located at ayanambakkam  a suburb to the west of chennai  is a fully integrated facility which gives it the capability to address costs .
1,last year sysopen digia invested in ibm product knowhow in the building of portal and trading place systems and successfully implemented customer solutions supported by it .
1,adp news   oct 1  2008  finnish consulting and engineering company poyry oyj  omx  poy1v  said today it was awarded a eur 5.2 million  usd 7.4 m  extension to their existing consultancy engineering contract with venezuel
1,adp news   oct 31  2008  finnish food company raisio oyj  omx  raivv  said today that its net profit jumped to eur 16.4 million  usd 20.9 m  for the first nine months of 2008 from eur 1.1 million for the same period of 2
1,adp news   sep 30  2008  finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 1.9 million  eur 1.3 m  order to deliver its stonegate network security products to an unnamed russian te
1,meanwhile  electrowattekono philippines  inc. was also awarded a threeyear operation and maintenance  om  contract by fr cement corporation .
